,DESCRIÇÃO PARCEIRO,SUB-CATEGORIA,CATEGORIA
8347,VINHO TTO REGUENGOS 750ML ALENTEJO POR,VINHO TINTO,VINHO
8348,BANDEJA IMP BAMBU EC GDE G11-SH009,BANDEJAS,UTENSÍLIOS DE MADEIRA
8349,CANELA CASCA KI-FLOR 40GR .,CANELA,CONDIMENTO NATURAL
8350,ABS C/ABAS ALWAYS TOT SECA LV16PG14,EXTERNO COM ABAS,ABSORVENTE
8351,MORINGA KROSNO NIGHT SET TURQUESA 818,MORINGA,UTENSÍLIOS DE PORCELANA/CERÂMICA
8352,VINHO ARGENTINO FINCA TERRANOSTRA 750ML,VINHO ARGENTINO,VINHO
8353,ESM RISQUE ULTRA MARSH ALF 1UN-SM,ESMALTE,ESMALTE
8354,CANUDO BIO COMUM 100und STRAWPLAST SACHET,CANUDO,ARTIGOS PARA FESTAS
8355,PENEIRA INOX 8.5CM,PENEIRA,UTENSÍLIOS DE INOX/ALUMÍNIO
8356,POTE SANREMO D&D P/TOMATE 400ML SR697/1,POTES,UTENSÍLIOS DE PLÁSTICO
8357,SANDALIA HAVAIANAS BABY DISNEY CLASSICS DONALD AZUL 19,SANDÁLIA,CALÇADO INFANTIL
8358,LUSTRA MOVEIS POLIFLOR MAGN.FLOR.CER 300ML,TRADICIONAL,TRATAMENTO DE MÓVEIS
8359,MIST BOLO BETTY CROCKER 425G BAUNILHA,MISTURAS,FARINÁCEO
8360,COSTELA DF.KG,COSTELA,BOVINO RESFRIADO
8361,PATINHO DUCKBEEF ESPECIAL KG,PATINHO,BOVINO CONGELADO
8362,ALCAPARRA RAIOLA 65G VD,ALCAPARRA,VEGETAL
8363,LIQUIDIFICADOR ARNO STILE SOUP I 2L 220V LNSP,LIQUIDIFICADOR,LIQUIDIFICADOR
8364,SARDINHA COPACOL CONG PCT 1KG,SARDINHA,PEIXE EM CONSERVA
8365,GRILL/SANDUICH B&D PT 127V SG700,GRILL/SANDUICHEIRA,CHAPAS/GRELHAS ELETRICAS
8366,IOGURTE VERDE CAMPO LACBACILLUS AME 170G,ZERO LACTOSE,IOGURTE
8367,CHA MAT DR OETKER MATE 225G,MATE,CHÁ
8368,VINHO ARGENTINO ANUBIS 750ML MALBEC,VINHO ARGENTINO,VINHO
8369,REFR PO VILMA CAJU 240G,CAJU,REFRESCO EM PÓ
8370,VINHO BRA MACAW CABERNET SAUVIGNON DEMI SEC 750ML,VINHO TINTO,VINHO
8371,GOMA MASCAR DTC CHICLEFITA 1UN-15G,CHICLETE OUTROS SABORES,BOMBONIERE
8372,SAB LIQ ZERO A DOIS CABECA/PES 250ML,BÁSICO,SABONETE LÍQUIDO
8373,VINHO ALPATACO PINOT NOIR GFA 750ML,VINHO TINTO,VINHO
8374,VINHO PORTO STA EUF ROSE GFA 750ML,VINHO DO PORTO,VINHO
8375,FORMA FILETADA MANINEX GRANDE,FORMA,UTENSÍLIOS DE INOX/ALUMÍNIO
8376,CHUP PRINCE B SILICO,CHOCOLATE BARRA,BOMBONIERE
8377,SAND IPANEMA LOVELY 33/34 AZUL/AZUL,SANDÁLIA,CALÇADO ADULTO
8378,BISTECA (CHULETA) BOV ELGOLLI (PECA) KG,BISTECA,BOVINO RESFRIADO
8379,AMAC ROUPA SUMMER ACONCHEGO 2L,TRADICIONAL,AMACIANTE
8380,DEPILAT LAM AP GILLETTE VENUS OCEANA C/2,LÂMINAS FEMININAS,DEPILATÓRIO FEMININO
8381,ALFAVACA BEIJA-FLOR BJ 30G,ALFAVACA,CONDIMENTO NATURAL
8382,GARRAFA PLASUTIL H ARANHA RETRO 500ML,JARRA/GARRAFA,UTENSÍLIOS DE PLÁSTICO
8383,BANDEJA REGINA LAMD RETG N6 38X47,BANDEJAS,ARTIGOS PARA FESTAS
8384,KIT COLCHA ACASA D KING URBAN GF 1901,COLCHA,CAMA
8385,ESTOJO SESTINI BUBU 19M 65442,ESTOJO,MATERIAL ESCOLAR
8386,RAPADURA NADIR NATUREZA 190G COCO/MAMAO,RAPADURA,DOCE TABLETE
8387,HIDRAT LOC CORPO LEITE AVEIA DAVENE INTENSA 180 ML,HIDRATAÇÃO,HIDRATAÇÃO PARA O CORPO
8388,IOG. FRUTAP GF 500GR SALADA FRUTA,TRADICIONAL,IOGURTE
8389,MIXER WALITA 2X1 PT 250W 127V RI1602/91,MIXER,PROCESSADOR DE ALIMENTOS
8390,AGUA SANITARIA DRAGAO 2L,SEM CLORO,ÁGUA SANITÁRIA
8391,CR DENT INF ORAL B KIDS STARWARS 90G,CREME DENTAL INFANTIL,CREME/GEL DENTAL INFANTIL
8392,MAQUINA TRES CORACOES MIMO BCA 220V,CAFETEIRA ELETRICA,CAFETEIRA/CHALEIRA ELETRICA
8393,CERV WALS QUADRUP.ONE WAY GF 375ML,ESPECIAIS,CERVEJA
8394,LEITE L.VIDA ELEGE 1L DESNATADO,DESNATADO,LEITE UHT
8395,SUCO MILHO PAMONHA-MINAS 1L-FR VDE,REGULAR,SUCO PRONTO/NECTAR
8396,PH FD SOFTYS PERFUM/CORES 4X30M,FOLHA DUPLA,PAPEL HIGIÊNICO
8397,FORM INF PARTIDA NAN SUPREME HA1 400G,FÓRMULAS INFANTIS / PARTIDA,NUTRIÇÃO INFANTIL
8398,CERV VERACE RHEINGOLD GF 500ML,ESPECIAIS,CERVEJA
8399,JG POTE VIDRO BORMIOLI C/TP AZ C/2 750ML,POTES,UTENSÍLIOS DE VIDRO
8400,ARROZ CATETO PRIORI 1KG INTEGRAL,INTEGRAL,ARROZ
8401,MARINEX TIGELA FACIL.2lt C/TAMPA RF 071703,TIGELA,UTENSÍLIOS DE VIDRO
8402,FRU CALDA ABACAXI ESTRELA DO ORIENTE 400G,ABACAXI,FRUTA EM CALDA
8403,SAND AD HAVAIANAS SPRING 37/38 BC/PR/AZ,SANDÁLIA,CALÇADO ADULTO
8404,VASO NUTRIPLAN PLAST N02,VASO,JARDINAGEM PLANTAR
8405,COPO PAPEL NESCAFE 7G,COPO,UTENSÍLIOS DE VIDRO
8406,CERV OUROPRETANA PILSEN 6GF 00ML,ARTESANAIS,CERVEJA
8407,TABUA P/CORTE NITRONPLAST GDE,TÁBUA,UTENSÍLIOS DE MADEIRA
8408,FORM INF PARTIDA NAN 2 CONFORT 400G,FÓRMULAS INFANTIS / PARTIDA,NUTRIÇÃO INFANTIL
8409,MUDA PIMENTA DO QUINTAL UN,PIMENTA OUTRAS,CONDIMENTO NATURAL
8410,CEREAL TRIO PRO30VIT 3UN BANANA,BANANA,CEREAL MATINAL
8411,CAFE BOM JESUS TRADICIONAL CX 250G,ALMOFADA TRADICIONAL,CAFÉ
8412,PAO DE LO CHAMA MASSA BRANCA kg,OUTROS,PÃES
8413,GEL FIXADOR BOZZANO MEGA FORTE 4 150G,FIXADOR,FIXADOR DE CABELO
8414,FEIJAO PRETO KICALDO 1KG TP1,FEIJÃO PRETO,FEIJÃO
8415,MINI BISC MAIZENA CACAU INTEGRAL PCT 40G,INTEGRAL,BISCOITO
8416,FAR AMENDOA HOLY NUTS 150G-CX LOW CARB,FARINHA NATURAL,FARINÁCEO
8417,PRESERVATIVO PRUDENCE EXTREME 3EM1 C/6,AROMATIZADO,PRESERVATIVO
8418,QUEIJO MUSSARELA TRES MARIAS FATIADO BDJ kg,MUSSARELA,QUEIJO
8419,"LIMP LIMPOL LIMPEZA PESADA 500ML, CLASS",SEM CLORO,LIMPEZA PESADA
8420,CONFEITO DISQUETI CHOC CRISPY 120G,CONFEITO CHOCOLATE,CONFEITOS
8421,BEB LACTEA LIQ MILK MIX AMEIXA SC 1L,BEBIDA LÁCTEA,IOGURTE
8422,SAND AD HAVAIANAS CASUAL 39/40 CINZA/PTO,SANDÁLIA,CALÇADO ADULTO
8423,MASC CAPILAR SEDUCTION DESMAIA CABELO 500G,MÁSCARA CAPILAR,CREME PARA TRATAMENTO
8424,KIT AP BARB GILLETE PREST3 FEM C/4,SISTEMAS,APARELHO DE BARBA
8425,SEMENTE ISLA 100MG ONZE HORAS PORT DOB S,SEMENTES,JARDINAGEM PLANTAR
8426,PANELA POLIDA REFORC.N16,PANELAS,UTENSÍLIOS DE INOX/ALUMÍNIO
8427,CERVEJA BARCO SAN DIEGO GFA 600ML,IPA,CERVEJA
8428,SORVETE MAROMA MINI SKIMO CX 100G,POTE TRADICIONAL,SORVETE
8429,COND PLUSBELLE CERAMIDAS ATIV 1L,TRADICIONAL,CONDICIONADOR
8430,MANTA IMP FAKE FUR CASAL SSB-3,MANTA,CAMA
8431,PROAUTO MASSA POLIDORA 500g,APARELHO,AUTOMOTIVO ODORIZADOR
8432,PIRULITO FLOPITO BEIJINHO 600G-PC C50,PIRULITO OUTROS,BOMBONIERE
8433,LAPIS COR BIC EVOLUTION KIT 12CORES +LAPIS+CAN+APO,LÁPIS DE COR,MATERIAL ESCOLAR
8434,BATATA ORG 500G,BATATA,LEGUMES
8435,VASO SAN MIGUEL E VIDRO TRANSP 55CM 5845,VIDRO,VASOS
8436,FILTRO EXAUSTOR LIMPPANO 1UN 59X78 77700,FILTRO,EXAUSTORES
8437,"SAND HAVAIANAS TOP, 35/36, PTO",SANDÁLIA,CALÇADO ADULTO
8438,LENCO UMED COTTON LINE LILAS C/400,LENÇO UMEDECIDO INFANTIL,LENÇO UMEDECIDO INFANTIL
8439,AMENDOIM BENAFRUTTI JAPONES BJ 200G,AMENDOIM,SALGADINHO E APERITIVO
8440,CUTELO INOX 5 PLENUS CIN TRAMONTINA,CUTELO,UTENSÍLIOS DE INOX/ALUMÍNIO
8441,RICOTA LAC LELO FRESCA PT 250G,TRADICIONAL,RICOTA
8442,BROINHA CIA DOS CASEIROS S/GLUTEN 200G,TRADICIONAL,BISCOITO
8443,GELEIA ITALIANA 320g ZUEGG FR BOSQUE,GELEIA GOURMET,GELÉIA
8444,COUVE MANTEIGA BOM GOSTO 200G,COUVE,VERDURAS
8445,CONDICIONADOR 800ml YELLOW BOX BOMBA CAP,TRADICIONAL,CONDICIONADOR
8446,LIMP LYSOFORM CLORO GEL 500ML,BACTERICIDA,LIMPADOR MULTIUSO
8447,FRALDA VEST HUGGIES LITTLE SWIMMERS DISNEY SCUBA GDE C/10,VESTIR M,FRALDA INFANTIL
8448,AMAC ROUPA CONC BABY SOFT VELUDO AZUL L500PG450ML,CONCENTRADO,AMACIANTE
8449,CERVEJA SKOL 300ML RETORNAVEL,PILSEN,CERVEJA
8450,QUEIJO MUSS SADIA SOLTISSIMO FAT 200G,MUSSARELA,QUEIJO
8451,ACELGA ORGÂNICA KG,ACELGA,VERDURAS
8452,SAB LIQ ANTIBAC LIFEBUOY TOTAL 250ML,ANTI-BACTERIANO,SABONETE LÍQUIDO
8453,DEO COLONIA KANITZ 100ML Z,COLÔNIA,PERFUMAÇÃO
8454,MUSSARELA kg VALE ORIZONA FATIADA,MUSSARELA,QUEIJO
8455,BONECA MILKINHAS PETTIT ESCOLAR,BONECAS/BONECOS,BRINQUEDOS MENINAS
8456,CHA LEAO ICE TEA LIMAO PET 300ML,ICE TEA,CHÁ PRONTO
8457,PERA WILLIAMS BANDEJA kg,PERA,FRUTAS
8458,MUSCULO TRAS BOV FRIBOI (CUBOS) KG,MUSCULO,BOVINO RESFRIADO
8459,REFRIG ÁGUA TÔNICA ZERO ANTARCTICA LT 350ML,ÁGUA TÔNICA,REFRIGERANTES
8460,TORTILLA CHIPS FRONTERA CHEESE PCT 200G,SALGADINHOS TORTILHAS,SALGADINHO E APERITIVO
8461,"SORVETE NESTLE 455ML, NEGRESCO",POTE TRADICIONAL,SORVETE
8462,DES ROLL MONANGE FLOR LAVANDA 60ML,ROLL ON COM PERFUME,DESODORANTE FEMININO
8463,TALCO ANTIS AERO TENYS PE CANFORADO 110G,TALCO ANTISSÉPTICO,TALCO ANTISSÉPTICO
8464,VINHO NACIONAL DEL GRANO 1480ML TINTO SECO,VINHO NACIONAL,VINHO
8465,JG CAMA ACASA R CASAL LAURA 200F RS 1901,JOGO DE CAMA,CAMA
8466,PIZZA CARONE FATIA CALABRESA UN,CALABRESA,PIZZA
8467,PRATO DE MELAMINA PEQUENA - ESTAMPA: MICKE -DAISO,PRATO,UTENSÍLIOS DE MELAMINA
8468,KIT COLCHA BUDDEMEYER N RACHEL CASAL AZ,COLCHA,CAMA
8469,SC ASP PO ELECTROLUX GT2200 C/3,PÓ CONVENCIONAL,ASPIRADOR
8470,KIT 2 LAVA ROUPA PO TIXAN PRIMAVERA CX 1KG GTS TIRA MANCH,INTERMEDIÁRIO,LAVA ROUPA PÓ
8471,"MOLHO P SALADA HIKARI 240ML, ITALIANO",ITALIANO,MOLHO PARA SALADA
8472,GUARDANAPO GDE 33cmX33cm SANTEPEL,GUARDANAPO,GUARDANAPO DE PAPEL
8473,SEMENTE DE CHIA CEIFEIRO 100G,SEMENTE DE CHIA,SAUDÁVEL
8474,ABS HIG ALWAYS NOT SUAVE C/16 GTS AMPOLA,EXTERNO NOTURNO,ABSORVENTE
8475,QUEIJO PROVOLONE QUATA kg MINI PECA,PROVOLONE,QUEIJO
8476,"ELASTICO NEDO P/BAGAGEIRO 1,5M 5028 .",ELÁSTICO,FIXAÇÃO
8477,FACA SOBREMESATRAMONTINA IPA INOX3 LJ,FACA,UTENSÍLIOS DE INOX/ALUMÍNIO
8478,FORMA IMP RET ACASA SILIC CZ 27X14 BA5602,FORMA,UTENSÍLIOS DE SILICONE
8479,PASCOA OVO NESTLE SUFLAIR DUO 200G,OVO DE PÁSCOA,OVO DE PÁSCOA
8480,FAROFA CASEIRA SIAMAR 350G PICANTE,FAROFA PRONTA,FARINÁCEO
8481,CAIXA POLARCOOLER HS711EA 52L AZ,BOLSAS/CAIXAS TÉRMICAS,TÉRMICOS
8482,CELULAR MOTOROLA G7 ONIX XT1962-4,TELEFONIA MOVEL,TELEFONIA
8483,CADER SAO DOM 200FLS,CADERNO,MATERIAL ESCOLAR
8484,ESC DENT DES ORAL B INTERDENTAL INDICATOR SM 35 MED,ESCOVA DENTAL DESEMPENHO,ESCOVA DENTAL ADULTO
8485,OVOS VERM KEROVOS EMB C/30,OVOS VERMELHOS,OVOS
8486,PIPOCA MICRO ZAELI MANTEIGA LIGHT 100G,PIPOCA MICROONDAS,GRÃOS/CEREAIS
8487,SAB BAR DOVE HID FRESCA 90G,HIDRATANTE,SABONETE BARRA
8488,ALMOFADA ACASA E POM BC/PT 50X50 1074,ALMOFADAS,ALMOFADAS
8489,CR DENT GEL BITUFO BEN 10 MOR.C/FLUOR 90G,GEL DENTAL,CREME/GEL DENTAL ADULTO
8490,BEB LACTEA FERM PENSE ZERO 850G BATIDO,BEBIDA LÁCTEA,IOGURTE
8491,SACO LIXO FAMLIX 15L,SACO DE LIXO,SACOS
8492,CAFE 500g RANCHEIRO VACUO,VÁCUO TRADICIONAL,CAFÉ
8493,NECTAR DEL VALLE MAIS UVA LT 335ML,REGULAR,SUCO PRONTO/NECTAR
8494,SAL REFINADO DIANA FR 500G,SAL REFINADO,SAL
8495,POTE VIDRO BORMIOLI RED 1.25L,POTES,UTENSÍLIOS DE VIDRO
8496,CARTAO MEMORIA SANDISK 16GB C4,CARTÃO DE MEMÓRIA,ACESSÓRIOS ELETRO
8497,CERV SKOL LN 275ML,PILSEN,CERVEJA
8498,BATOM MAYBELLINE COLOR SENSAC-NU MATTE 202 SOZIN,BATOM MATTE,MAQUIAGEM
8499,KIT COLCHA ACASA R QUEEN LILY LILAS 1901,COLCHA,CAMA
8500,IOG GREGO NESTLE 400G TRADICIONAL,GREGO,IOGURTE
8501,CEBOLA COMUM KG,CEBOLA,LEGUMES
8502,RODO CONDOR 40CM C/CABO 1125 UN,RODO CHÃO,LIMPEZA
8503,SHAM INF LORYS KIDS YELLOW SHAM INFAKE 500ML,USO DIÁRIO,SHAMPOO INFANTIL
8504,FRANGO A PASSARINHO LEVIDA IQF ALMOF 1KG,FRANGO A PASSARINHO,AVE CONGELADA
8505,CRIST P PARA-BRISA GLASS SHIELD 100ML,ACESSÓRIOS CELULAR,ACESSÓRIOS ELETRO
8506,FILTRO CABINE MP383,FILTRO DE AR,AUTOMOTIVO FILTROS
8507,BISC ISABELA AMANT SORTIDOS PCT 400G,AMANTEIGADO,BISCOITO
8508,SUSHI MAKI 100G CAMARAO,SUSHI,COMIDA ORIENTAL
8509,CHOC NESTLE 90G-TA CLASSIC DUO,CHOCOLATE BARRA,BOMBONIERE
8510,CACHACA DA ROCA 965ML,TRADICIONAL,AGUARDENTE/CACHAÇA
8511,ESCOVA CAB MARCO BONI ALMOFADADA,ESCOVA PARA CABELO,ACESSÓRIOS PARA CABELO
8512,MARGARINA CLAYBOM 250GR CREM C/SAL .,COM SAL,MARGARINA
8513,TOALHA ROSTO ACASA D INTENSE CZ 860,TOALHA DE ROSTO,BANHO
8514,CR TRAT FRUCTIS REIDRATACAO 72H 300G,TRADICIONAL,CREME PARA TRATAMENTO
8515,MAMADEIRA KUKA PREMIUM COLOR LILAS 240ML,MAMADEIRA,PUERICULTURA
8516,TERMOG GRINGS 100G HIBISC/GENG/CANE,BALAS - MASTIGÁVEIS,BOMBONIERE
8517,REFRIG SUKITA UVA LT 350ML,UVA,REFRIGERANTES
8518,GEL HIGIENIZANTE ASEPLYNE 100ML ALOE VER,ÁLCOOL EM GEL,ÁLCOOL
8519,SACO LIXO KOKINOS PRETO S REFOR 200L C/5,SACO DE LIXO,SACOS
8520,XAROPE GROSELHA RIKA 900ML,GROSELHA,XAROPE
8521,"MOLHO TOM QUERO SAB 340G, PIZZA",SABOR PIZZA,MOLHO DE TOMATE
8522,SAB BAR LUX LUXO NUT RADIANTE AM 90G,BÁSICO,SABONETE BARRA
8523,VINHO MARQUES DEL TURIA COSECHA RO 750ML,VINHO TINTO,VINHO
8524,ESM COLORAMA G-ANTONELLI DUVIDO NAO OLH,ESMALTE,ESMALTE
8525,DET PO YPE 2KG PREMIUM,ALTA PERFORMANCE,LAVA ROUPA PÓ
8526,SACO ASPIRADOR PO PORTO-PEL CONSUL FIT C/3,SACO PARA ASPIRADOR DE PÓ,SACOS
8527,VINHO NACIONAL 375ml MARCUS JAMES CABERNET,VINHO NACIONAL,VINHO
8528,VINHO ARGENTINO LAS PERDICES SAUVIGNON BCO 750ML,VINHO ARGENTINO,VINHO
8529,BISC DIET RECH DOCE VIDA CHOCOLATE 120G,RECHEADO,BISCOITO
8530,"AMAC ROUPA MON BIJOU MAGIA LV2PG1,8L",TRADICIONAL,AMACIANTE
8531,SABAO LIQUIDO 500ml OMO P/DILUIR + GF 3L,ALTA PERFORMANCE,SABÃO EM BARRA
8532,REJUPANTENOL SOLUCAO INOAR 60ML,ESCOVA PARA CABELO,ACESSÓRIOS PARA CABELO
8533,TORRADA SAUD WICKBOLD INTEGRAL 140G,TORRADA INTEGRAL,BISCOITO
8534,MIXER OSTER 3 EM 1 BC/I 350W 127V 2619,MIXER,PROCESSADOR DE ALIMENTOS
8535,CERV ITAIPAVA PREMIUM LT 269ML,PILSEN,CERVEJA
8536,SORVETE KIBON MINI BLAST 150ML-PT ROMEU/JULIETA,POTE TRADICIONAL,SORVETE
8537,COLCHONETE HAPPY AU ESTRELA AZ P,COLCHONETE,CAMPING/PESCA
8538,TOQUE DE SABOR SIAMAR 50GR NORDESTE,MISTURAS,FARINÁCEO
8539,MOLHO TOM.SALSARETTI 340G LT SUGO,TRADICIONAL,MOLHO DE TOMATE
8540,SHAMP SKALA 325ML BABOSA,HIDRATAÇÃO,SHAMPOO
8541,PERA ERCOLINE KG,PERA,FRUTAS
8542,LIXEIRA MILLENIUM PIA NEW DECOR,LIXEIRA,LIXEIRA
8543,REQUEIJAO TRAD MATILAT TRAD 200G,CREMOSO,REQUEIJÃO
8544,VASO PLAST PRIMAVERA CAC PQ 17CM,VASO,JARDINAGEM PLANTAR
8545,"POTE PLASVALE 1,2L COM TRAVA .",POTES,UTENSÍLIOS DE PLÁSTICO
8546,ENXAGUANTE BUCAL 500ml BIANCO ADVANCED REPAIR,TRADICIONAL,ANTISSÉPTICO BUCAL ADULTO
8547,PAO DE PANES C8 500G HOT DOG,HOT DOG TRADICIONAL,PÃES
8548,FORMA PAPEL JUNCO N6 ESTRELA VD/AM,FORMINHA,ARTIGOS PARA FESTAS
8549,COGUMELO CHAMPIGNON OLE INT VD 100G,CHAMPIGNON,COGUMELO
8550,PETIT SUISSE DANONINHO ICE 200G MOR/BANANA,PETIT SUISSE,IOGURTE
8551,CONJ DE 6 COPOS COLISEO 412ML,COPO,UTENSÍLIOS DE VIDRO
8552,BEB LACTEA AURORA FRUTAS VERM GFA 850G,BEBIDA LÁCTEA,IOGURTE
8553,CABIDE IKAY MAD CASACO BC UN DH293036W,CABIDE,ACESSÓRIOS DE LAVANDERIA
8554,DESOD SANIT LEVE BRISAPEDRA FRUTAL RF 30G,PEDRA REFIL,LIMPEZA SANITÁRIA
8555,NECTAR CAMP TP 1L MARACUJA,REGULAR,SUCO PRONTO/NECTAR
8556,JG CAMA TRIBAL LOC 200F SOLT 970-5,JOGO DE CAMA,CAMA
8557,MOUSE LOGITECH PT USB M90,MOUSE COM FIO,ACESSÓRIOS ELETRO
8558,PEPINO COMUM ORGÂNICO KG,PEPINO,LEGUMES
8559,CHIPS COCO ORG COPRA ACUCAR COCO 20G-PC,CHIPS,SAUDÁVEL
8560,FIO DENTAL ORAL-B 3D WHITE HASTE FLEXIVEL SM 75UN,FIO DENTAL,FIO/FITA DENTAL
8561,QUEIJO BRIE PRESIDENT LATA 125GR,BRIE,QUEIJO
8562,CAFE SOLUVEL BRASILEIRO GRANULADO SACHE 50G,SOLÚVEL TRADICIONAL,CAFÉ
8563,CONJ.LIMP BANH CIF BANH.GAT.500ML+LIMP. DOYPACK,REGULAR,LIMPADOR BANHEIRO MULTIUSO
8564,VINHO CASTIGLION CAMPO DEL DRA 2012 1.5L,VINHO TINTO,VINHO
8565,TAPETE BANHO ACASA NAT/AZ 60X90 2031,TAPETE BANHO,ACESSÓRIOS DE BANHO
8566,PRATO OXFORD J-ORIENT 1UN RASO 24CM,PRATO,UTENSÍLIOS DE PORCELANA/CERÂMICA
8567,FONDANT LEITE GUIMARAES TRADIC 160G,RECHEIO E COBERTURA PARA BOLO,COBERTURA
8568,BIFINHO 60g PROCAO FRANGO,PETISCOS,ALIMENTO PARA CÃES
8569,AVEIA MAIS VITA 200G .,FLOCO REGULAR,AVEIA
8570,MASCARA CAP LOKENZZI LISO PERFEITO 250G,MÁSCARA CAPILAR,CREME PARA TRATAMENTO
8571,COGUMELO TOSCANO INTEIRO SACHE 100G,INTEIRO,COGUMELO
8572,COMIDINHA ADULTOS G. PORTE 750G PERU,AVE INTEIRA,AVE RESFRIADA
8573,CERVEJA COMBUSTA RAUCHBIER LT 473ML,PILSEN,CERVEJA
8574,FRALDA VEST HUGGIES TMONICA VESTE FACIL MEGA XG C/34UN,VESTIR M,FRALDA INFANTIL
8575,CHOC WEINRICH 100G. LARANJA,CHOCOLATE IMPORTADO,BOMBONIERE
8576,"CATCHUP 3,3kg TAKY",TRADICIONAL,KETCHUP
8577,"SALADEIRA SANTANA 5,5L 90 .",SALADEIRA,UTENSÍLIOS DE PLÁSTICO
8578,REQUEIJAO TIROLEZ 400G,CREMOSO,REQUEIJÃO
8579,CAFETEIRA ARNO SUBITO 30X 127V CFS2,CAFETEIRA,CAFETEIRA/CHALEIRA ELETRICA
8580,VINHO CHIL 750ml TORO DE ORO RESERVA CAB SAUVIG,VINHO CHILENO,VINHO
8581,DESOD SANIT MR MUSCULO PAST LIMP TOTAL LV4PG3,PASTILHA,LIMPEZA SANITÁRIA
8582,LAMPADA TASCHIBRA VELA LISA CLAR 40W 220,LÂMPADA,ILUMINAÇÃO
8583,PRATO KREA ESPIRAL BRANCO MELAMINA 22CM,PRATO,UTENSÍLIOS DE PORCELANA/CERÂMICA
8584,SH ECOLOGIE AVOLUM CHA VERDE/HIPERICO 275ML,VERDE,SHAMPOO
8585,SAND AD HAVAIANAS SLIM TRIBAL 37/38 BC/LAR CY,SANDÁLIA,CALÇADO ADULTO
8586,CHUVEIRINHO NEDO COM MANGUEIRA,ACESSÓRIOS MANGUEIRA,JARDINAGEM CUIDAR
8587,AGUA MINERAL PLATINA C/GAS PET 510ML,SEM GÁS,ÁGUA MINERAL
8588,FEIJAO RAJADO 1kg COMBRASIL,FEIJÃO OUTROS,FEIJÃO
8589,ESPREMEDOR BATATA BRINOX,ESPREMEDOR BATATA,UTENSÍLIOS DE INOX/ALUMÍNIO
8590,BATERIA PANASONIC 9V SUPER 6F22UPT/1B,BATERIA ALCALINA,PILHA/BATERIA
8591,ALCOOL TUBARAO 500ML,LÍQUIDO,ÁLCOOL
8592,PIPOCA 80g FRITOP SALGADA,PIPOCA PRONTA DOCE,SALGADINHO E APERITIVO
8593,CLORO LIMP LIMPADUA 2L,COM CLORO,ÁGUA SANITÁRIA
8594,ERVILHA SEC PINK 500G-PC PARTIDA,ERVILHA,ERVILHA EM CONSERVA
8595,CHOC MUNZ CARAMELO/SAL BR 100G,CHOCOLATE BARRA,BOMBONIERE
8596,CHA DR OETKER GROSELHA NEGRA/FRAM CX 10G,MISTO,CHÁ
8597,POLIDOR METAIS FINOS POLIBRIL 200ML,LIMPA METAIS,POLIDOR
8598,PROTETOR ADESIVO PRIMAFER EVA PR2113,PROTETOR ADESIVO,ACESSÓRIOS DE MANUTENÇÃO
8599,PASCOA OVO ARCOR TORTUGUITA FORMATO 120G,OVO DE PÁSCOA,OVO DE PÁSCOA
8600,LIMP PESADA MR MUSCULO LAVANDA 750ML,SEM CLORO,LIMPEZA PESADA
8601,MINI KIT TINTURA BIOCOLOR 2.0,PERMANENTE MARROM,COLORAÇÃO FEMININA
8602,VINHO CHILENO HAC ARAUCANO RESV CABER SAUV 750ML,VINHO CHILENO,VINHO
8603,CANECA EWEL BY ACASA 4.5 9012.005,CANECA,UTENSÍLIOS DE PORCELANA/CERÂMICA
8604,SABAO PASTA DIPOL 500G,PASTA TRADICIONAL,LAVA LOUÇA
8605,AGUA MIN NESTLE PUREZA VITAL S/GAS 510ML,COM GÁS,ÁGUA MINERAL
8606,SUSHI MAKI 100G SALMAO CAMARAO,SUSHI,COMIDA ORIENTAL
8607,ESPONJA BETTANIN ESFREBOM D.F C/PROT C/1,MULTIUSO,ESPONJA SINTÉTICA
8608,ESFREGAO ALKLIN ALVEJADO 40X67CM,ESFREGÃO,PANOS/FLANELAS
8609,COIFA FISCHER 90 TALENT VI I 127V 10178,COIFA,EXAUSTORES
8610,SACO ASPIR PO MELITTA ELECTROLUX MONDO 3,SACO PARA ASPIRADOR DE PÓ,SACOS
8611,AGUA MINERAL EVIAN GFA 750ML,SEM GÁS,ÁGUA MINERAL
8612,BATATA MC CAIN AO FORNO PCT 600G,BATATA REGULAR,SALGADINHO E APERITIVO
8613,VINHO MONTGRAS LA PAZ SA BLANC GFA 750ML,VINHO TINTO,VINHO
8614,TORTINHA CHAMA MORANGO kg,TORTA SALGADA,TORTA
8615,HIDRAT LOC CORPO NIVEA BODY AVEIA 200ML,HIDRATAÇÃO,HIDRATAÇÃO PARA O CORPO
8616,BICARBONATO SODIO SABOR PT 280G,BICARBONATO,CONDIMENTO NATURAL
8617,FORM.PAPEL REGINA N-6 C/100 LILAS,FORMINHA,ARTIGOS PARA FESTAS
8618,BANHO CREME BIO EXTRATUS 250GR UMEC OLEO DE COCO,FINALIZADOR,TRANSFORMAÇÃO CABELOS
8619,OREGANO DELICATA 8G,ORÉGANO,CONDIMENTO NATURAL
8620,CAMA DUGS RED NAPA MEDIA,CAMAS,ACESSÓRIOS PET
8621,ESMALTE PEROLADO 5FREE FITA DE CETIM 8ML,ESMALTE,ESMALTE
